,authorID,projectContributions,methodsWritten,noOfClones,relativeClones,methodsWrittenCat,projectContributionsCat,developerExperienceNum,developerExperience
35312,c1c8877a-01f4-a089-1d9e-4371e1271692,3,16,0,0.0,2,1,1.5,Low
35320,c1d0fd06-2730-acba-feac-d27833c3dd7d,3,196,165,0.8418367346938775,4,1,2.5,Medium
35321,c1d42163-0d8a-7da2-e1f9-450d588623a4,2,50,25,0.5,3,1,2.0,Medium
35322,c1d47df8-0fb1-4132-f051-e1c175d8852a,3,25,2,0.08,2,1,1.5,Low
35323,c1d81e91-8368-b3f9-9ba4-c0cc8818f54e,3,6,2,0.3333333333333333,2,1,1.5,Low
35325,c1dc9ba8-0047-affc-03bb-a41364136520,5,115,1,0.008695652173913,4,2,3.0,High
35326,c1de57e4-b99a-0cf2-4707-015ec101e279,2,7,0,0.0,2,1,1.5,Low
35332,c1ec9096-37e8-2cb1-8a16-a74d5693595d,2,96,1,0.0104166666666666,4,1,2.5,Medium
35339,c1f25c94-f0cd-5613-d4b8-9423ea7c5bec,3,92,57,0.6195652173913043,4,1,2.5,Medium
35340,c1f3dd7f-be9c-4127-47ca-04cd1b1fbfba,6,6,5,0.8333333333333334,2,3,2.5,Medium
35342,c1f6ee82-cab2-187a-4c5a-d135904d2762,6,24,2,0.0833333333333333,2,3,2.5,Medium
35343,c1fa1e0f-bc70-37c7-dd56-3abe100648db,2,6,3,0.5,2,1,1.5,Low
35347,c2001186-021a-30fc-0d3a-4f70b405dd87,3,11,3,0.2727272727272727,2,1,1.5,Low
35349,c202888b-b75d-3e64-82c5-8b70e2f5fade,3,12,8,0.6666666666666666,2,1,1.5,Low
35350,c202f608-98e5-9d22-051c-4f9de13c3365,3,105,37,0.3523809523809524,4,1,2.5,Medium
35356,c20f0866-9e88-c912-2a12-889b7c62a5db,2,28,28,1.0,2,1,1.5,Low
35365,c21c0cd8-3e32-5f37-e3e1-82529c44d262,3,21,10,0.4761904761904761,2,1,1.5,Low
35375,c22d9c6f-d1e4-e6be-2f3f-18aacd1d0fa5,2,9,3,0.3333333333333333,2,1,1.5,Low
35380,c23287db-224f-3a22-c956-cb1d6c468fd1,6,176,7,0.0397727272727272,4,3,3.5,High
35386,c2380ff7-93e5-bf7d-2967-c4d25116041d,2,7,0,0.0,2,1,1.5,Low
35387,c239124b-79ac-fb64-bfb3-8b18fdb70c08,2,9,0,0.0,2,1,1.5,Low
35388,c239846e-c9f7-be63-4735-dc611d9bf8b0,2,130,66,0.5076923076923077,4,1,2.5,Medium
35396,c24266c9-e9c2-5a51-b0d7-1cdcdfa59866,2,21,0,0.0,2,1,1.5,Low
35399,c244093e-0c47-3aa1-70ca-c6cf52cda6bd,2,59,41,0.6949152542372882,4,1,2.5,Medium
35400,c24570fe-60e4-e73f-5430-51214aa3216a,2,18,0,0.0,2,1,1.5,Low
35411,c254482e-2262-2496-5f4f-69d2db0f04fb,2,47,2,0.0425531914893617,3,1,2.0,Medium
35414,c2569d76-891b-e487-b126-5f49f30928ff,2,20,0,0.0,2,1,1.5,Low
35415,c256ccfd-c5f8-0a27-9681-5802e8710291,4,149,46,0.3087248322147651,4,2,3.0,High
35421,c2601b6e-29e5-a666-52ce-649f6d579918,2,145,0,0.0,4,1,2.5,Medium
35423,c260a823-3d37-69c9-3959-f337d785c7ce,10,61,22,0.360655737704918,4,4,4.0,High
35425,c2618589-112d-265b-c83c-9112cda2e37e,3,19,11,0.5789473684210527,2,1,1.5,Low
35435,c270c1ca-c852-97af-5b37-8d9219e1cb42,4,7,3,0.4285714285714285,2,2,2.0,Medium
35441,c27cecbd-a12d-6a2f-4a39-d8553da788ac,3,35,7,0.2,3,1,2.0,Medium
35453,c2914735-b7fd-90fb-f73e-29f9b3807e86,4,6,3,0.5,2,2,2.0,Medium
35454,c2915f9d-2eb4-08a9-2e13-20bd1bf37c5e,6,123,55,0.4471544715447154,4,3,3.5,High
35471,c2a7de2b-b264-fa26-169b-0558537099b0,4,133,7,0.0526315789473684,4,2,3.0,High
35476,c2ad25d3-b27f-edac-4cb5-70bbe5788949,2,44,10,0.2272727272727272,3,1,2.0,Medium
35477,c2ad731e-4933-2586-d837-96576871ecc6,4,72,13,0.1805555555555555,4,2,3.0,High
35481,c2b39e54-0a32-4796-7760-9d44f56dbdf9,7,53,14,0.2641509433962264,4,3,3.5,High
35483,c2b53689-dd74-6088-84e2-a65dc20b7fa5,2,30,18,0.6,2,1,1.5,Low
35484,c2b94e3f-2159-839d-37df-7bc583dcf9a0,2,18,1,0.0555555555555555,2,1,1.5,Low
35485,c2ba169a-7539-a854-0060-bacf2fda84ee,2,5,0,0.0,1,1,1.0,Low
35489,c2bd2e90-c31d-adf8-9838-a01af98a329c,3,36,21,0.5833333333333334,3,1,2.0,Medium
35490,c2bf3bbe-1f94-2e3b-0fee-00df418e6a54,2,7,0,0.0,2,1,1.5,Low
35499,c2c7cfcc-cdf0-feb1-28d5-b79ed86e00bd,3,16,0,0.0,2,1,1.5,Low
35502,c2ca5cbe-d526-e3e1-36b9-60441e1904c3,2,37,5,0.1351351351351351,3,1,2.0,Medium
35503,c2cbff20-078c-6a01-d4f3-9038fb0812de,2,19,2,0.1052631578947368,2,1,1.5,Low
35507,c2cef8c5-9a51-edae-da16-f2257273fc03,2,172,2,0.0116279069767441,4,1,2.5,Medium
35518,c2de0c84-58a1-5cab-bac4-7fb4eeb2bd0c,2,6,1,0.1666666666666666,2,1,1.5,Low
35541,c2fc69c5-c22b-11d7-58f5-971026256797,4,24,14,0.5833333333333334,2,2,2.0,Medium
35546,c300fe04-4423-6708-8aec-ee34a8e42468,3,8,3,0.375,2,1,1.5,Low
35547,c302ad5f-638c-a570-f561-8cee24e53ce2,2,6,0,0.0,2,1,1.5,Low
35550,c3065125-2393-799b-70b0-41a517fd10dd,2,15,2,0.1333333333333333,2,1,1.5,Low
35554,c3107476-ad03-c26a-a039-649f2dd7c83e,5,18,9,0.5,2,2,2.0,Medium
35555,c311429b-f318-efd7-ca70-6118c58b12e2,2,50,15,0.3,3,1,2.0,Medium
35557,c3124213-1319-8ccf-29bb-00157b0012f8,3,58,31,0.5344827586206896,4,1,2.5,Medium
35565,c3196f90-96f5-1624-a724-99454cdd32ca,2,38,6,0.1578947368421052,3,1,2.0,Medium
35567,c31ad1d6-e10d-01bd-f7f7-5cf8ef9d60b2,4,29,17,0.5862068965517241,2,2,2.0,Medium
35570,c31c84e7-7947-ea5a-f2aa-c6b476ff2a38,2,38,37,0.9736842105263158,3,1,2.0,Medium
35573,c31f6b26-404a-bdb1-139d-f482c8de099a,2,35,0,0.0,3,1,2.0,Medium
35583,c331a02d-644e-8abb-31e3-1921b60fc216,5,188,72,0.3829787234042553,4,2,3.0,High
35584,c33345a4-0026-5efc-6938-bd0c29af130c,2,12,5,0.4166666666666667,2,1,1.5,Low
35586,c3377007-81cb-1e33-71be-3f2b782a2c97,2,122,1,0.0081967213114754,4,1,2.5,Medium
35595,c3462c00-45b6-6213-91c1-f3daf4845364,9,21,13,0.6190476190476191,2,4,3.0,High
35596,c3470dd8-c03e-5013-9c92-35728765ba45,3,24,14,0.5833333333333334,2,1,1.5,Low
35606,c350bdca-7813-691b-3105-622dc6a70f21,3,8,2,0.25,2,1,1.5,Low
35608,c3524fc3-9f2c-0345-5e40-693023630da0,2,96,5,0.0520833333333333,4,1,2.5,Medium
35612,c355994d-ae32-108a-b270-cdb9862c9252,3,5,2,0.4,1,1,1.0,Low
35620,c3660469-3b76-014a-0212-2f6a605edb98,2,163,1,0.0061349693251533,4,1,2.5,Medium
35625,c36d507e-4431-be68-1ea5-cc6005f66e5f,3,14,0,0.0,2,1,1.5,Low
35644,c38de426-3e50-647c-fb75-3ac24bf57000,2,12,7,0.5833333333333334,2,1,1.5,Low
35654,c3a0189e-0207-58e9-5452-a8de272dfb08,2,6,3,0.5,2,1,1.5,Low
35665,c3a93d08-178e-ac22-9146-9448195c98c2,2,46,1,0.0217391304347826,3,1,2.0,Medium
35667,c3aae131-8b1d-e5d6-a8e0-eb5c04eb890e,2,20,4,0.2,2,1,1.5,Low
35668,c3af0602-16bc-6dab-65bf-7c6220a94c8b,2,139,0,0.0,4,1,2.5,Medium
35672,c3b5592d-2fde-0832-e5b9-2cafd38f69d5,2,83,8,0.0963855421686747,4,1,2.5,Medium
35674,c3b9b6bd-abfa-f542-3cb9-6e87aa05dba6,2,17,5,0.2941176470588235,2,1,1.5,Low
35676,c3be3517-57cb-6327-7007-ac8fee9723e0,2,114,57,0.5,4,1,2.5,Medium
35681,c3c88baf-53fc-498a-1992-09ae33870bf8,2,9,2,0.2222222222222222,2,1,1.5,Low
35687,c3cf2421-7c6c-119c-6d5b-6b93b9e6c01d,2,40,3,0.075,3,1,2.0,Medium
35688,c3d11504-b7c8-5914-f560-285e4774ac8a,2,65,0,0.0,4,1,2.5,Medium
35690,c3d176b6-1e38-b5d0-9b58-e941b2766990,3,16,1,0.0625,2,1,1.5,Low
35700,c3dd7205-dbef-389a-9eaf-8abf42b48496,3,127,19,0.1496062992125984,4,1,2.5,Medium
35703,c3e1cc09-d696-5d21-22da-a65464b3ea4a,2,142,119,0.8380281690140845,4,1,2.5,Medium
35708,c3e68e29-f978-f5d7-9293-fcbfa6457ab7,2,16,0,0.0,2,1,1.5,Low
35712,c3ebe32f-1722-c779-2d04-edbbdbe42db9,5,76,22,0.2894736842105263,4,2,3.0,High
35721,c3f58c4b-4567-46bc-15f6-9e5292510256,5,31,18,0.5806451612903226,3,2,2.5,Medium
35723,c3fc246f-1cc5-f912-4b42-ec2fcf8b3fa8,8,73,14,0.1917808219178082,4,4,4.0,High
35730,c40575ab-d766-1932-9386-860a4f66a094,2,15,1,0.0666666666666666,2,1,1.5,Low
35734,c40988c2-58e0-bc2d-0f5b-0fa31382eabc,3,15,10,0.6666666666666666,2,1,1.5,Low
35737,c40d9dcd-150b-a660-cfbc-ea198b8f3f3e,2,8,4,0.5,2,1,1.5,Low
35743,c41742e3-70d4-b3ac-f849-134a4dd028c8,2,12,6,0.5,2,1,1.5,Low
35744,c4185469-9116-9ae9-411c-0cd76df2c4a7,3,6,4,0.6666666666666666,2,1,1.5,Low
35754,c42bba3f-2f2e-878a-a17f-a9daec1deb5d,7,14,11,0.7857142857142857,2,3,2.5,Medium
35755,c42cca22-0ea5-1d1e-6465-e6ddac25fa91,2,10,3,0.3,2,1,1.5,Low
35757,c430fa3f-cba1-ceaa-ff04-95900fb49fad,2,28,3,0.1071428571428571,2,1,1.5,Low
35758,c431b8df-787e-1f2b-4dd8-9c94936e5554,3,35,1,0.0285714285714285,3,1,2.0,Medium
35766,c43f63af-c483-38cb-6c08-a647f7d4445b,4,7,4,0.5714285714285714,2,2,2.0,Medium
35775,c4460046-b557-795a-928a-42c1cf89d0d7,2,44,2,0.0454545454545454,3,1,2.0,Medium
35777,c4483472-b076-6a25-679b-c77d9b39bf09,2,52,13,0.25,4,1,2.5,Medium
35780,c449862c-eb06-8d59-349c-7faa99b2bd29,3,9,6,0.6666666666666666,2,1,1.5,Low
35782,c44a8b27-b588-c520-716e-3fab8d3dae17,4,95,35,0.3684210526315789,4,2,3.0,High
35783,c44c0b2e-b0c7-08de-91fd-138e4d5fb366,2,75,22,0.2933333333333333,4,1,2.5,Medium
35791,c457eba2-99a0-1e3d-9d5a-57c2a45980e4,3,167,38,0.2275449101796407,4,1,2.5,Medium
35800,c461f54a-20ac-2908-252b-f6fa3d8023f4,2,31,6,0.1935483870967742,3,1,2.0,Medium
35808,c4726511-df7e-455a-2748-3e26915fa714,4,17,5,0.2941176470588235,2,2,2.0,Medium
35809,c472ce90-9b35-e175-561e-2df9175cba91,3,5,2,0.4,1,1,1.0,Low
35813,c475c127-2ca9-d910-9248-0a66513b86e5,2,184,0,0.0,4,1,2.5,Medium
35815,c479f9d4-79dc-3ab3-b2c9-7d709b57ee47,7,21,18,0.8571428571428571,2,3,2.5,Medium
35816,c47af68c-825e-80e4-a293-29b5a8079240,2,54,1,0.0185185185185185,4,1,2.5,Medium
35822,c4813a3c-d4d9-28e8-718a-16ecdffa7214,2,20,2,0.1,2,1,1.5,Low
35825,c482d537-18ac-cdd8-003b-194c74d8d73a,2,23,0,0.0,2,1,1.5,Low
35832,c48cc45c-bdb1-61d1-54ad-5954b663550f,2,10,5,0.5,2,1,1.5,Low
35834,c4905471-adc3-466f-7dc8-3adee381c150,2,17,0,0.0,2,1,1.5,Low
35835,c4928b54-affd-1d82-1fb5-4bf528ea9486,5,50,23,0.46,3,2,2.5,Medium
35847,c4a85bc8-1269-97d0-a7e6-5d0997eb4a1b,2,36,19,0.5277777777777778,3,1,2.0,Medium
35858,c4b72be3-637a-3158-3753-e4822ac7b03b,3,59,1,0.0169491525423728,4,1,2.5,Medium
35860,c4b999cc-1f49-0248-9b8c-f09371d502e9,2,25,0,0.0,2,1,1.5,Low
35864,c4be9de1-765a-a38b-bac8-908c7b02edbf,2,60,1,0.0166666666666666,4,1,2.5,Medium
35868,c4c557a8-ff7c-e467-7610-514e46e82bc8,2,144,0,0.0,4,1,2.5,Medium
35875,c4cb6e93-d213-038c-a727-5ca8c7245819,3,17,4,0.2352941176470588,2,1,1.5,Low
35876,c4cbd78a-568c-0c17-8415-1038766e5564,2,10,2,0.2,2,1,1.5,Low
35879,c4d00964-25bd-e88c-6cb1-dee247b577a2,2,153,4,0.0261437908496732,4,1,2.5,Medium
35885,c4d4bdbf-9c1b-15e7-9a82-f27523a2b337,2,27,5,0.1851851851851851,2,1,1.5,Low
35889,c4e1bbef-47a5-6b14-e519-6595f12c4563,7,100,9,0.09,4,3,3.5,High
35892,c4e2432a-bf61-c17a-c78f-90a1c7d2dfde,2,186,84,0.4516129032258064,4,1,2.5,Medium
35893,c4e2c351-1799-1fe6-e39d-e9ff258f778d,2,8,4,0.5,2,1,1.5,Low
35898,c4e73be9-023c-42a3-fbae-3b487ad903ce,2,51,50,0.9803921568627452,4,1,2.5,Medium
35903,c4f483ea-1d97-45c8-cf05-039ef41ff730,3,23,2,0.0869565217391304,2,1,1.5,Low
35905,c4f58a0e-6014-a766-44aa-3ffda87c2345,2,58,27,0.4655172413793103,4,1,2.5,Medium
35906,c4f6efbf-581e-7726-97eb-b10a11e53173,2,25,9,0.36,2,1,1.5,Low
35914,c4fd441e-63a1-4785-5414-70fa8e192544,6,10,5,0.5,2,3,2.5,Medium
35928,c50eb5c0-7b2a-3ec8-a864-6690e792560f,2,136,3,0.0220588235294117,4,1,2.5,Medium
35929,c5105512-0285-033b-99b1-6555067f0f96,3,5,3,0.6,1,1,1.0,Low
35931,c51106a0-1e48-1120-39b5-4a07ef78d7bb,7,10,5,0.5,2,3,2.5,Medium
35935,c51950b7-fa24-1292-b4cb-92d93a85e5e6,4,6,3,0.5,2,2,2.0,Medium
35947,c529db26-76c0-2a07-e256-9cc858950b4f,3,5,1,0.2,1,1,1.0,Low
35950,c52d8b06-f0f9-60e8-f86b-b16f4ca0905d,2,5,0,0.0,1,1,1.0,Low
35954,c5330a93-8ee6-1dfa-5660-f88993aadff8,2,12,0,0.0,2,1,1.5,Low
35957,c53546be-2ef2-ab94-04ef-cc7e63e1aadc,2,19,0,0.0,2,1,1.5,Low
35963,c53e9f34-0bd6-dab9-d058-3b4d2590e6c7,2,22,1,0.0454545454545454,2,1,1.5,Low
35965,c54246c0-bffe-071f-ea3e-95166aa1fa2c,2,29,3,0.1034482758620689,2,1,1.5,Low
35966,c542e135-cba6-76fb-4571-caf4e260b997,2,13,3,0.2307692307692307,2,1,1.5,Low
35981,c5574357-d1a4-2ce4-4859-3ed0f3b736b9,3,15,5,0.3333333333333333,2,1,1.5,Low
35985,c55aa24c-1e6a-6acf-07c6-1a130a1888da,5,31,10,0.3225806451612903,3,2,2.5,Medium
35988,c55ef500-5bcc-ad7e-0ca4-d07a361e2707,6,200,106,0.53,4,3,3.5,High
36008,c585676c-4c36-aac7-4d22-0387e05ef7e6,2,7,1,0.1428571428571428,2,1,1.5,Low
36010,c587d6df-137f-546a-d987-5c856e14b397,3,36,1,0.0277777777777777,3,1,2.0,Medium
36015,c58ee48c-fd07-c550-8117-5a82f9bfd048,4,9,6,0.6666666666666666,2,2,2.0,Medium
36018,c59294a9-a347-6372-e69f-34f4bf8115bc,3,90,30,0.3333333333333333,4,1,2.5,Medium
36023,c59f365c-d1be-9b74-4d8c-f2763a43739f,2,117,0,0.0,4,1,2.5,Medium
36024,c59fc6b2-9a68-c61a-3ee0-3faf7bf83fb8,6,105,41,0.3904761904761905,4,3,3.5,High
36025,c5a14431-a449-093e-218d-c5731a68c937,2,57,18,0.3157894736842105,4,1,2.5,Medium
36032,c5aa3e34-e195-b6a2-1fbd-d03f6fc75a7d,2,24,1,0.0416666666666666,2,1,1.5,Low
36033,c5aa7e8d-c792-7960-6a36-cb0bd97e5d13,2,21,0,0.0,2,1,1.5,Low
36038,c5b13903-40af-5ccb-80bc-2c9bc67a8649,2,21,1,0.0476190476190476,2,1,1.5,Low
36050,c5c82b3f-e6e2-ee02-414e-ad14ac69e0db,2,16,8,0.5,2,1,1.5,Low
36063,c5d0f322-e1ea-aa87-76bc-170569e7cd2c,2,26,8,0.3076923076923077,2,1,1.5,Low
36074,c5e90004-b417-c355-f13b-20eb1d2826e8,10,24,17,0.7083333333333334,2,4,3.0,High
36090,c60fbc74-1c1b-a238-1bc8-2ace72bcaacb,2,8,4,0.5,2,1,1.5,Low
36096,c61ae8c5-02ac-7c53-24c6-89ab1d4d78e8,3,66,0,0.0,4,1,2.5,Medium
36097,c61c0ab0-ed79-7e87-f9b2-3ad03178e910,2,33,1,0.0303030303030303,3,1,2.0,Medium
36099,c61d25eb-dab0-ea4e-82ae-04edf2e71b9a,2,9,0,0.0,2,1,1.5,Low
36101,c61e71fe-8466-68bd-ec55-0d35a04d3dd5,3,7,3,0.4285714285714285,2,1,1.5,Low
36104,c6240c20-3750-756d-7684-5216d851998a,2,68,25,0.3676470588235294,4,1,2.5,Medium
36105,c624e9b3-6e59-f9d6-478e-e465c6706589,3,47,18,0.3829787234042553,3,1,2.0,Medium
36115,c6372592-4c48-97ee-df36-1588dac18d6e,2,18,1,0.0555555555555555,2,1,1.5,Low
36117,c63968e0-05f3-7099-9da1-9ac5c82b9d69,2,45,0,0.0,3,1,2.0,Medium
36118,c63970ee-72b7-cb91-1067-d12f33af746c,2,18,1,0.0555555555555555,2,1,1.5,Low
36119,c63a2b43-5438-d531-48bb-e2efd8c54cfd,2,8,0,0.0,2,1,1.5,Low
36120,c63c3f65-df29-76ed-6cda-b608ac7b179c,4,78,37,0.4743589743589743,4,2,3.0,High
36126,c641d9b8-5c77-513f-2500-3a1297e2216e,2,48,15,0.3125,3,1,2.0,Medium
36127,c641fcb9-a631-79fc-3ba8-429c0b704473,2,33,11,0.3333333333333333,3,1,2.0,Medium
36130,c644163a-25e9-25c5-7d66-6daf73ed1ad7,2,24,5,0.2083333333333333,2,1,1.5,Low
36138,c6575531-0347-b950-69cb-bd6f51864ff7,5,65,12,0.1846153846153846,4,2,3.0,High
36144,c65b0d86-7aff-317a-89bf-2233c3c220fe,4,8,7,0.875,2,2,2.0,Medium
36147,c663231a-7549-a821-6ff9-c8badfe784f0,2,126,45,0.3571428571428571,4,1,2.5,Medium
36149,c663f713-900f-fca1-a28d-4f99d00a6765,6,8,4,0.5,2,3,2.5,Medium
36155,c66ffa2a-2766-282d-3e32-1f6b76a92aa4,2,41,19,0.4634146341463415,3,1,2.0,Medium
36160,c674854f-3c32-6031-9887-33699ec0fa54,2,7,2,0.2857142857142857,2,1,1.5,Low
36163,c6763c00-b76a-9986-382d-0901b4a38f4b,4,23,6,0.2608695652173913,2,2,2.0,Medium
36172,c67fc787-24bd-32f1-6a7b-528f887229a0,3,17,2,0.1176470588235294,2,1,1.5,Low
36182,c6864f55-cb17-710e-8d8d-45e7940fb7d5,2,12,0,0.0,2,1,1.5,Low
36184,c68c4d43-ce64-7e26-217b-263aadbc5a16,2,62,2,0.032258064516129,4,1,2.5,Medium
36188,c68fdba9-2835-1cbf-a687-50c2b4be2b7f,2,50,0,0.0,3,1,2.0,Medium
36190,c69498cd-e85a-1ce7-ff9a-db9d3a13b113,5,32,17,0.53125,3,2,2.5,Medium
36192,c69520d4-8ac7-0da4-a4e2-b5e650aff532,8,159,30,0.1886792452830188,4,4,4.0,High
36193,c6953989-de95-5ad1-3125-7d4add687a2e,2,49,9,0.1836734693877551,3,1,2.0,Medium
36195,c69fe3de-8357-1399-4bf3-e092d5127dda,2,132,39,0.2954545454545454,4,1,2.5,Medium
36206,c6b17d81-e68e-36a4-723b-7af0737847bf,2,145,56,0.3862068965517241,4,1,2.5,Medium
36209,c6b1d2cb-c020-5fc0-f885-ffd1103565b8,4,31,21,0.6774193548387096,3,2,2.5,Medium
36214,c6b8a970-6857-5b43-7e69-2c8c84abde7a,9,87,20,0.2298850574712643,4,4,4.0,High
36215,c6bb8129-15c5-8caf-6b4b-6b203c630eb7,2,5,0,0.0,1,1,1.0,Low
36223,c6c75933-be36-212a-4c62-1e1822533042,3,27,4,0.1481481481481481,2,1,1.5,Low
36224,c6c7d671-6cbf-bbf2-dfcd-7edb1806aa1b,4,132,96,0.7272727272727273,4,2,3.0,High
36226,c6cf6479-95f3-1d42-db0d-680bc67b9ad7,2,59,0,0.0,4,1,2.5,Medium
36227,c6d1051f-b7a7-9062-a0e9-edf2c37dc6f6,2,25,23,0.92,2,1,1.5,Low
36230,c6d5e5b0-6e32-adee-eec9-044087eea932,2,6,2,0.3333333333333333,2,1,1.5,Low
36234,c6d8bd6c-3503-6e51-1c03-0721a2aa4c87,2,110,45,0.4090909090909091,4,1,2.5,Medium
36235,c6d8e971-736b-8084-8ea8-26c742ba77b4,2,12,6,0.5,2,1,1.5,Low
36238,c6dd17c8-48f5-5db8-28d8-9e7fac153c81,2,9,3,0.3333333333333333,2,1,1.5,Low
36241,c6e157ab-0a6e-3f8d-ec55-12f61ef24cc7,2,5,0,0.0,1,1,1.0,Low
36250,c6f26d88-48ff-d8bc-ceff-1aae524c8995,3,18,3,0.1666666666666666,2,1,1.5,Low
36251,c6f351a6-c38b-875c-015d-3928a8ed84e9,4,19,12,0.631578947368421,2,2,2.0,Medium
36253,c6f4f348-cc51-0803-57e6-bb7ca50e11b0,2,12,6,0.5,2,1,1.5,Low
36255,c6f69eca-aace-6779-3d89-82418f6ce79d,3,6,1,0.1666666666666666,2,1,1.5,Low
36256,c6f97f2b-c5cd-0a65-c658-82ba2bb7945a,2,16,11,0.6875,2,1,1.5,Low
36257,c6fa0065-09fa-9ad1-73c1-1afbf3e9059f,2,148,87,0.5878378378378378,4,1,2.5,Medium
36263,c7047de4-51b3-9605-0263-c7bda8b58c74,3,8,0,0.0,2,1,1.5,Low
36266,c707fffa-9cd7-78d4-fab4-3b9f545e27a4,4,122,68,0.5573770491803278,4,2,3.0,High
36276,c718b7ed-7ecc-88a6-3de5-c53eac8c2597,2,41,1,0.024390243902439,3,1,2.0,Medium
36280,c71e104b-7b8e-4656-0aed-e18b25d4969b,4,18,6,0.3333333333333333,2,2,2.0,Medium
36282,c71ff416-f1f1-f5da-27c7-0d0ff2cf2d87,3,27,0,0.0,2,1,1.5,Low
36283,c7219245-e042-751f-03ea-66d23432e537,6,73,19,0.2602739726027397,4,3,3.5,High
36286,c724da24-f289-19ba-9e80-7eb92f984944,5,20,11,0.55,2,2,2.0,Medium
36291,c72c727a-4444-324d-f2f3-4b930597c4d0,2,39,11,0.282051282051282,3,1,2.0,Medium
36295,c72ffbe5-6bfd-f477-0a9f-766fa7c24885,2,7,0,0.0,2,1,1.5,Low
36296,c7338fba-b923-f3aa-9de0-fd9acbf88cde,5,54,11,0.2037037037037037,4,2,3.0,High
36302,c73f993e-132c-6c38-24af-6d23ce9c7b91,2,15,0,0.0,2,1,1.5,Low
36303,c74048ae-cd5b-3fa9-70af-2743bd0ee88f,3,39,21,0.5384615384615384,3,1,2.0,Medium
36317,c755c32e-a0d5-ef69-c804-2cf3fc5bd520,2,6,1,0.1666666666666666,2,1,1.5,Low
36322,c757ae32-a732-9cf1-c281-eed7008c31e8,4,19,10,0.5263157894736842,2,2,2.0,Medium
36332,c764d948-8fcf-6260-2242-bf09ec72568a,2,6,2,0.3333333333333333,2,1,1.5,Low
36334,c7667978-b7fa-022d-5b5e-ede3531390eb,4,102,1,0.0098039215686274,4,2,3.0,High
36338,c76cb45d-0a58-e53c-fd3a-ee166739b7f0,4,52,12,0.2307692307692307,4,2,3.0,High
36343,c7765722-cb87-f027-1d26-3a23a4e0a485,4,50,1,0.02,3,2,2.5,Medium
36345,c777777d-24da-f637-9eb1-35a30cb3840e,3,11,5,0.4545454545454545,2,1,1.5,Low
36346,c778c90d-798b-53dc-dac9-0cf2fd5c78d3,8,63,18,0.2857142857142857,4,4,4.0,High
36352,c77fd337-e5e7-3054-4ff8-a809e37a3beb,3,17,10,0.5882352941176471,2,1,1.5,Low
36355,c78347dc-36c2-1b4c-c619-28277e7e9f99,2,25,14,0.56,2,1,1.5,Low
36367,c796a024-a6fc-97ef-e304-2ef74dd66814,2,27,10,0.3703703703703703,2,1,1.5,Low
36368,c796e47a-d170-3759-2aba-91a558921739,5,39,30,0.7692307692307693,3,2,2.5,Medium
36369,c7982f3a-93f8-59c6-7069-08ddb0f7ada9,3,23,0,0.0,2,1,1.5,Low
36382,c7a6edcc-7ffc-7ea0-e45b-7ba0ba3b31a4,5,139,8,0.0575539568345323,4,2,3.0,High
36386,c7ab9cfa-1fb8-e0cf-97ee-e427d45d3cfa,10,175,54,0.3085714285714285,4,4,4.0,High
36389,c7b0ae87-6f98-e4d7-e9e6-a1d296ef355f,2,53,31,0.5849056603773585,4,1,2.5,Medium
36393,c7b4fa6b-fbe0-b5c5-f769-4976951f890f,2,5,0,0.0,1,1,1.0,Low
36394,c7b50da3-7ce4-d28a-6436-ca1337dfd9f0,2,73,28,0.3835616438356164,4,1,2.5,Medium
36396,c7b7eece-b516-ab70-adba-7f0b511982b8,4,86,41,0.4767441860465116,4,2,3.0,High
36400,c7bba8b7-5966-f7b8-b39e-8620d44edc9a,4,21,8,0.3809523809523809,2,2,2.0,Medium
36402,c7bd1976-07a3-2767-4253-3aaf8c078a89,3,54,0,0.0,4,1,2.5,Medium
36408,c7c37da0-e751-4d32-d521-6006dca41e48,2,56,26,0.4642857142857143,4,1,2.5,Medium
36423,c7dca806-ea3f-5f95-d7ee-1c5d1dd7684f,2,99,42,0.4242424242424242,4,1,2.5,Medium
36424,c7dd7d84-2f7d-428f-4b16-afa01ce31e6f,3,44,19,0.4318181818181818,3,1,2.0,Medium
36439,c7f365d0-6e03-ffe3-258a-833d9f1fc41b,2,17,6,0.3529411764705882,2,1,1.5,Low
36444,c7f785c0-e6b2-64d4-ada3-e7627b7104d9,2,7,2,0.2857142857142857,2,1,1.5,Low
36451,c8031350-bd4b-cee4-424f-5273846043a2,2,8,2,0.25,2,1,1.5,Low
36454,c80576aa-cd96-193f-1a48-46aea53ec51f,2,11,4,0.3636363636363636,2,1,1.5,Low
36456,c8065093-fabf-746d-77b6-b43b5f7f68a1,3,33,10,0.303030303030303,3,1,2.0,Medium
36457,c80730c9-906e-54a5-fecf-373a121056d8,3,10,0,0.0,2,1,1.5,Low
36462,c80de0b1-76e4-5466-8bf6-c334a634bc25,5,50,12,0.24,3,2,2.5,Medium
36464,c80eed19-d55e-3360-92d7-260b3619a2dc,5,17,3,0.1764705882352941,2,2,2.0,Medium
36470,c8177f47-a4af-f8dc-e305-ab5859d9d44b,2,6,0,0.0,2,1,1.5,Low
36473,c81b74ba-4be3-af8b-c4cb-55b271ba4860,9,9,7,0.7777777777777778,2,4,3.0,High
